id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
42653,0.0,2011-04-01,Tirdo,0,TWE,38.48289465,-5.10917323,Ofisini,0,Pangani,Muembeni,Tanga,4,2,Korogwe,Kwamndolwa,1,True,GeoData Consultants Ltd,VWC,TIRDO,True,2008,windmill,wind-powered,wind-powered,vwc,user-group,never pay,never pay,salty,salty,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
21194,300.0,2013-03-08,District Council,1238,District Council,37.65776145,-3.66327511,Kwa Godwin,0,Pangani,Mwira B,Kilimanjaro,3,2,Mwanga,Shinghatini,46,True,GeoData Consultants Ltd,VWC,Churu water supply,False,2007,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
8168,0.0,2011-03-05,Devon Aid Korogwe,249,Local technician,38.60629091,-5.24064091,Kwa Mbaraka,0,Pangani,Mbomani,Tanga,4,2,Korogwe,Mnyuzi,310,True,GeoData Consultants Ltd,VWC,,False,2006,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
12153,0.0,2011-03-26,Caritas,326,DWE,36.40519053,-8.67591533,Shuleni,0,Rufiji,Njiwa Kati,Morogoro,5,4,Ulanga,Itete,930,True,GeoData Consultants Ltd,Water Board,Itete wa,True,2006,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
42950,500.0,2011-07-03,Kkkt,1603,Villagers,34.90189081,-8.88054157,Kwa Josefu Luwola,0,Rufiji,Itipingi,Iringa,11,4,Njombe,Makambako,40,True,GeoData Consultants Ltd,VWC,,False,2009,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump
53278,1000.0,2011-03-09,Japan,1680,DWE,34.48885864,-9.76365049,none,0,Lake Nyasa,Uduti,Iringa,11,5,Ludewa,Mlangali,48,True,GeoData Consultants Ltd,VWC,Japan,False,2004,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
21575,0.0,2011-03-31,Kkkt,0,KKKT,32.81109285,-9.15120589,Mwashetete,0,Lake Rukwa,Mabatini,Mbeya,12,6,Mbozi,Ihanda,0,True,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
18111,500.0,2013-02-07,Unhcr,1346,TWESA,30.59227128,-3.74026703,Center,0,Lake Tanganyika,Mpenvyi,Kigoma,16,1,Kibondo,Busagara,200,True,GeoData Consultants Ltd,VWC,Nyaruyoba /Kasaka gravity water,False,2003,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
49953,0.0,2013-02-14,Government Of Tanzania,1301,DWE,35.86103412,-4.19890599,Kwa Boha,0,Internal,Kwaraa,Manyara,21,1,Babati,Mamire,240,True,GeoData Consultants Ltd,VWC,,True,2012,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
27016,25.0,2013-01-17,Jica,245,Kokeni,38.88379789,-10.03302716,Binti Matandi,0,Ruvuma / Southern Coast,Sokoine,Lindi,80,53,Ruangwa,Narungombe,260,True,GeoData Consultants Ltd,VWC,,True,2007,india mark iii,india mark iii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
26906,250.0,2013-02-19,Norad,1312,NORAD,30.2054105,-4.49840068,Kwa Jeje,0,Lake Tanganyika,Mumunyika,Kigoma,16,2,Kasulu,Ruhita,410,True,GeoData Consultants Ltd,Water authority,Kyonza,True,1988,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
20610,500.0,2011-03-17,Dhv,222,RWE,36.68823646,-8.13936054,Kwadege,0,Rufiji,Mlabani A,Morogoro,5,3,Kilombero,Ifakara,300,True,GeoData Consultants Ltd,,,True,1981,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
23493,0.0,2013-12-03,Oxfam,594,DWE,36.68382424,-3.31692565,Kwa Jesaya,0,Pangani,Ndikana,Arusha,2,2,Arusha Rural,Ilkiding'a,200,True,GeoData Consultants Ltd,VWC,Nabaiye pipe line,True,1998,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other
49862,0.0,2013-03-18,Government Of Tanzania,915,RWE,36.91578552,-3.55049322,Kituo Cha Afya,0,Pangani,Madukani,Arusha,2,7,Meru,Mbuguni,210,True,GeoData Consultants Ltd,VWC,Tengeru gravity water supply,True,1974,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
57379,200.0,2011-03-18,Unice,158,RWE,37.66893772,-7.42157041,Kwa Mzee Shauri,0,Wami / Ruvu,Chandago,Morogoro,5,2,Morogoro Rural,Mngazi,500,True,GeoData Consultants Ltd,VWC,,True,1989,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
52226,0.0,2013-01-20,Finwater,317,FinWater,39.51070583,-10.73137973,Mwembeni,0,Ruvuma / Southern Coast,Nguvukazi,Mtwara,9,4,Tandahimba,Mdimba Mnyoma,1,True,GeoData Consultants Ltd,Water Board,Borehole,True,1982,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
72321,0.0,2011-02-21,Danida,1707,DANID,35.45640593,-8.05444423,none,0,Rufiji,Mjikoni,Iringa,11,1,Iringa Rural,Lumuli,1436,True,GeoData Consultants Ltd,VWC,,True,1987,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump
21524,3000.0,2011-03-08,Danida,854,DANID,35.36702974,-7.644061,none,0,Rufiji,Ndorobo B,Iringa,11,1,Iringa Rural,Mlowa,1,True,GeoData Consultants Ltd,VWC,Mlowa,True,1992,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
71084,0.0,2011-07-27,World Vision,0,DWE,31.86158565,-1.15594342,Kiziru,0,Lake Victoria,Kilimilile,Kagera,18,2,Bukoba Rural,Kaagya,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring
31253,100.0,2013-02-22,Robert Loyal,1124,World vision,37.14932093,-3.55847282,Olo,0,Pangani,Enguselo,Manyara,21,4,Simanjiro,Mererani,200,True,GeoData Consultants Ltd,VWC,Kambi ya chokaa pipe scheme,True,2006,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
40201,0.0,2011-08-02,Hifab,0,Hesawa,33.33871464,-3.00964267,Chamalendi,0,Lake Victoria,Chamalendi,Mwanza,19,4,Kwimba,Mwang'halanga,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
50977,50.0,2011-04-03,Government Of Tanzania,723,AMP contractor,38.00912019,-5.37839799,Kwa Muya,0,Pangani,Msumbiji,Tanga,4,6,Handeni,Chanika,50,True,GeoData Consultants Ltd,VWC,Makelele water suppl,False,2006,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,dam,dam,surface,communal standpipe multiple,communal standpipe
31286,0.0,2011-07-30,Idc,0,IDC,33.08231577,-2.41068339,Shuleni Kikundi P/S,0,Lake Victoria,Kikundi,Mwanza,19,2,Magu,Shishani,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
39462,0.0,2011-03-14,Mi,521,Mi,36.98829543,-7.40181307,Mkunguni,0,Rufiji,Mji Mpya,Morogoro,5,1,Kilosa,Mikumi,200,True,GeoData Consultants Ltd,Company,Mi,True,1998,gravity,gravity,gravity,company,commercial,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
70132,1000.0,2011-03-15,Dhv,296,DWE,36.17475272,-8.93620329,Kwa Muungano,0,Rufiji,Mchangani B,Morogoro,5,4,Ulanga,Malinyi,160,True,GeoData Consultants Ltd,,,True,1996,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
27939,500.0,2011-02-28,World Bank,334,Gwasco L,37.55169931,-6.23880045,Kanisani,0,Wami / Ruvu,Gulioni,Morogoro,5,6,Mvomero,Hembeti,63,True,GeoData Consultants Ltd,VWC,Mkindu,True,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
48770,0.0,2011-03-17,Government Of Tanzania,288,DWE,36.12522967,-8.92990164,Shuleni,0,Rufiji,Makelele A,Morogoro,5,4,Ulanga,Malinyi,1000,True,GeoData Consultants Ltd,,,True,1986,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
2410,0.0,2011-07-28,Plan International,0,Plan Internationa,0.0,-2e-08,Juma,0,Lake Victoria,Nyakahongola,Mwanza,19,6,Geita,Kasamwa,0,True,GeoData Consultants Ltd,VWC,Borehole,True,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
39939,0.0,2013-03-17,,1040,,36.05594688,-3.5269648,Manyara Ranch Primary School 2,0,Internal,Zaburi,Arusha,2,1,Monduli,Makuyuni,1,False,GeoData Consultants Ltd,Parastatal,M,,2000,submersible,submersible,submersible,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
54614,0.0,2011-03-22,Lvia,0,Commu,36.68406849,-6.29499897,Shuleni,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Chamkoroma,0,True,GeoData Consultants Ltd,VWC,Sugu,False,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
40916,0.0,2011-08-06,,0,,33.70460065,-9.07820095,Zahati,0,Lake Nyasa,Nsanga,Mbeya,12,4,Rungwe,Isongole,0,True,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
9777,0.0,2013-03-27,Ncaa,2219,NCAA,35.45415796,-3.18361225,Oleposwe,0,Internal,Malanja,Arusha,2,5,Ngorongoro,Ngorongoro,150,True,GeoData Consultants Ltd,VWC,Misigyo pipelines,True,2008,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe
2129,0.0,2011-04-03,Bsf,0,DWE,35.62944521,-4.90388311,Machineni,0,Internal,Kanindo,Dodoma,1,1,Kondoa,Suruke,0,True,GeoData Consultants Ltd,VWC,Kani,False,0,cemo,other motorpump,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
35644,0.0,2013-02-04,,1499,,34.75739179999999,-5.07952404,Athuman,0,Internal,Pumbuli,Singida,13,2,Singida Rural,Dung'unyi,1,True,GeoData Consultants Ltd,VWC,,,1990,other,other,other,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
14189,0.0,2012-10-15,African Muslim Agency,0,Africa Islamic Agency Tanzania,31.75937981,-5.24139724,Shuleni,0,Lake Tanganyika,Nyerere,Tabora,14,4,Urambo,Ukumbisiganga,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other
2600,0.0,2012-10-01,Rwssp,0,RWSSP,33.33098664,-3.69145475,Zahanati,0,Internal,Ngabulige,Shinyanga,17,7,Shinyanga Urban,Mwawaza,0,,GeoData Consultants Ltd,Parastatal,,False,0,other,other,other,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
36321,0.0,2011-03-19,Lvia,0,Commu,36.79350598,-6.09044734,Chimehe,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Pandambili,0,True,GeoData Consultants Ltd,VWC,Maja,False,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
70164,50.0,2011-03-17,Songas,34,SONGAS,39.20113339,-7.30089767,Kwa Kauzeni,0,Rufiji,Nyambala,Pwani,6,4,Mkuranga,Magawa,320,True,GeoData Consultants Ltd,VWC,,False,2008,afridev,afridev,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
8965,0.0,2013-03-29,Government Of Tanzania,1491,Central Government,37.58344845,-3.27289522,Juma Shao,0,Pangani,Pangara,Kilimanjaro,3,4,Moshi Rural,Mwika Kusini,1,True,GeoData Consultants Ltd,WUA,Mtiro pipeline,True,0,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
60493,0.0,2012-10-22,Government Of Tanzania,0,DWE,33.61959679,-4.25663116,Kwa Makala,0,Internal,Nanga Kati,Tabora,14,2,Igunga,Nanga,0,True,GeoData Consultants Ltd,Water authority,,False,0,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,dam,dam,surface,communal standpipe multiple,communal standpipe
37630,0.0,2011-07-28,Danida,0,Central government,33.90147521,-9.46047224,Kwa Samoni Mwakyusa,0,Lake Nyasa,Lupaso,Mbeya,12,3,Kyela,Ipinda,0,True,GeoData Consultants Ltd,VWC,ngamanga water supplied sch,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
64435,2000.0,2011-03-13,Adb,1691,DWE,34.78544485,-8.96285516,Kwa Yanesi Kiulamagulu,0,Rufiji,Mbweni,Iringa,11,4,Njombe,Mtwango,65,True,GeoData Consultants Ltd,VWC,Utengule gravity Scheme,False,2008,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
46405,0.0,2011-03-26,Private,514,Local  technician,38.20728586,-4.89146166,Mamailete,0,Pangani,Kwamgogo,Tanga,4,2,Korogwe,Mombo,400,True,GeoData Consultants Ltd,VWC,Mafi Mountains,False,1999,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
53474,0.0,2011-03-22,Mi,0,Mi,37.15189782,-6.01975154,Mission,0,Wami / Ruvu,Ungulodi,Tanga,5,1,Kilindi,Kikunde,800,True,GeoData Consultants Ltd,Trust,,False,2010,gravity,gravity,gravity,trust,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
41187,0.0,2011-07-18,Tcrs,1127,TCRS,31.21600807,-6.33861792,Kwa Festo Anania,0,Lake Rukwa,Kenswa Mta Wa Kwanza,Rukwa,15,1,Mpanda,Mtapenda,150,False,GeoData Consultants Ltd,Trust,Kenswa,True,1975,gravity,gravity,gravity,trust,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
45759,1500.0,2013-02-12,Government Of Tanzania,723,District council,37.55665245,-3.54410644,Kwa Baba Colimba,0,Pangani,Majengo,Kilimanjaro,3,2,Mwanga,Kileo,300,True,GeoData Consultants Ltd,WUA,Kifaru water Supply,True,2009,submersible,submersible,submersible,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
68421,0.0,2012-10-21,Rural Water Supply And Sanitat,0,DWE,32.215687599999995,-3.44373831,Shule Ya Sekondari Nyasato,0,Lake Tanganyika,Bulugala A,Shinyanga,17,5,Bukombe,Nyasato,0,,GeoData Consultants Ltd,Parastatal,,True,0,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
37142,0.0,2011-02-28,Bobby,1635,Bobby,35.61392502,-7.91786283,none,0,Rufiji,Kikombwe,Iringa,11,1,Iringa Rural,Mgama,1400,False,GeoData Consultants Ltd,VWC,,True,2010,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
60773,50.0,2013-03-16,0,73,0,39.09301075,-6.95882403,Kwa Mfinanga,0,Wami / Ruvu,Mtaa Wa Nyeburu,Dar es Salaam,7,2,Ilala,Chanika,90,,GeoData Consultants Ltd,Private operator,,False,2010,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
29905,500.0,2011-03-24,Private Individual,484,Gwaseco,37.23637437,-7.09487329,Kwa Pweke,0,Wami / Ruvu,Doma Stand,Morogoro,5,6,Mvomero,Doma,1,True,GeoData Consultants Ltd,VWC,,True,1998,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
68542,0.0,2011-03-15,Government Of Tanzania,1758,DWE,34.817886,-8.96936516,Kwa Zakaria Mlimbila,0,Rufiji,Mjimwema,Iringa,11,4,Njombe,Mtwango,35,True,GeoData Consultants Ltd,VWC,Ikelu pumping scheme,False,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
67299,0.0,2013-02-03,Kidep,1288,DWE,30.90487144,-3.25180885,Kuitanki,0,Lake Tanganyika,Mjini A,Kigoma,16,1,Kibondo,Kasuga,1000,True,GeoData Consultants Ltd,VWC,,False,1996,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,milky,milky,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
57685,10.0,2013-01-21,Mdrdp,1797,MDRDP,35.5501347,-3.76398812,Kwa James Siai,0,Internal,Laban,Manyara,21,3,Mbulu,Daudi,450,True,GeoData Consultants Ltd,WUG,,True,1998,nira/tanira,nira/tanira,handpump,wug,user-group,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
24440,0.0,2011-07-12,Oxfarm,0,DWE,31.15933044,-1.76237957,Kwababigaya,0,Lake Victoria,Nyakalaro,Kagera,18,1,Karagwe,Rugu,0,True,GeoData Consultants Ltd,VWC,Misha water suppl,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
67123,30.0,2011-02-26,Private,52,private,39.29619315,-6.98084906,Kwa Mpemba,0,Wami / Ruvu,Mwandege,Pwani,60,43,Mkuranga,Vikindu,6922,True,GeoData Consultants Ltd,Private operator,,False,2010,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other
51973,0.0,2013-03-22,Ms,1806,DWE,36.74533106,-3.14587462,Kwa Nayeku,0,Internal,Losinoni Juu,Arusha,2,2,Arusha Rural,Oldonyosambu,150,True,GeoData Consultants Ltd,VWC,Losinoni maji salama,True,2000,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
62557,500.0,2013-01-22,Isf,990,DWE,29.73141047,-4.74275388,Amani,0,Lake Tanganyika,Katandala,Kigoma,16,3,Kigoma Rural,Bitale,90,True,GeoData Consultants Ltd,VWC,Mkongoro one,True,2007,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
41135,50.0,2013-02-26,Government Of Tanzania,1352,DWE,37.20794239,-4.44613414,Norosoit,0,Pangani,Norosoito,Manyara,21,4,Simanjiro,Orkesumet,200,True,GeoData Consultants Ltd,Water authority,Orkesumeti pipe scheme,True,2012,submersible,submersible,submersible,water authority,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,other,other
61353,0.0,2013-01-28,Fw,364,FW,38.96841075,-10.78049912,Manywele,0,Ruvuma / Southern Coast,Ofisini,Mtwara,90,33,Masasi,Nanjota,1,True,GeoData Consultants Ltd,,,False,1975,other,other,other,vwc,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other
24751,0.0,2012-11-08,Netherlands,0,DWE,34.10785005,-3.0789346,Muungano,0,Lake Victoria,Isiga,Shinyanga,17,2,Maswa,Ipililo,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
58881,250.0,2013-02-01,Norad,1357,NORAD,30.10019223,-4.59181152,Kwa Kk,0,Lake Tanganyika,Buseko,Kigoma,16,2,Kasulu,Rungwe Mpya,1200,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1989,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe
71350,0.0,2012-10-02,Dwsp,0,DWSP,32.8764158,-3.27829652,Upendo,0,Lake Victoria,Ikumbigari,Shinyanga,17,3,Shinyanga Rural,Salawe,0,True,GeoData Consultants Ltd,WUG,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
37709,0.0,2012-10-21,Dwsp,0,DWSP,33.28801679,-3.83907132,Kwa Mwana Philipo,0,Internal,Mwakalulu,Shinyanga,17,3,Shinyanga Rural,Usanda,0,True,GeoData Consultants Ltd,WUG,,True,0,other,other,other,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other
27349,0.0,2011-07-22,Wananchi,0,wananchi,33.68345387,-9.49117151,Kwa Willy Mlawa,0,Lake Nyasa,Soko,Mbeya,12,3,Kyela,Busole,0,True,GeoData Consultants Ltd,VWC,Lema water supplied scheme,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
20441,0.0,2013-02-14,Government Of Tanzania,688,District Council,37.54905014,-3.52409132,Kifaru Secondary,0,Pangani,Kalimani,Kilimanjaro,3,2,Mwanga,Kileo,1000,True,GeoData Consultants Ltd,WUA,,False,2004,submersible,submersible,submersible,wua,user-group,never pay,never pay,soft,good,unknown,unknown,spring,spring,groundwater,communal standpipe,communal standpipe
14330,0.0,2011-07-13,Hesawa,0,DWE,31.64774034,-1.24788387,Kwabasinda,0,Lake Victoria,Katongo,Kagera,18,7,Misenyi,Kitobo,0,True,GeoData Consultants Ltd,VWC,Nke,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
41915,20.0,2011-03-10,Ga,1258,Ga,36.868376700000006,-6.136467700000001,No. 1,0,Wami / Ruvu,Unguu Road,Morogoro,5,1,Kilosa,Kidete,300,True,GeoData Consultants Ltd,Water authority,Ga,True,2006,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
33561,0.0,2013-02-16,Government Of Tanzania,1543,District council,37.59606479,-3.15360215,Kwa Vicent Mrosso,0,Pangani,Longoni,Kilimanjaro,3,1,Rombo,Kirwa Keni,1,True,GeoData Consultants Ltd,Company,Kirwa Keni water supply,True,1974,gravity,gravity,gravity,company,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
4297,0.0,2013-02-27,Kiliwater,1767,Kiliwater,37.57598941,-3.06319022,Kwa Mangela,0,Pangani,Kilawoyi,Kilimanjaro,3,1,Rombo,Ubetu Kahe,1,True,GeoData Consultants Ltd,Company,EKTM 3 water supply,True,2009,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
22236,0.0,2013-02-12,,1466,,34.67158585,-5.12410571,Athuman Iddi Mgan,0,Internal,Muachwi,Singida,13,2,Singida Rural,Ihanja,1,True,GeoData Consultants Ltd,VWC,,,2010,mono,mono,motorpump,vwc,user-group,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
19409,0.0,2013-02-10,Lwi,0,LWI,0.0,-2e-08,Mwabalimi,0,Lake Victoria,Mwabalimi,Shinyanga,17,1,Bariadi,Ikungulyabashashi,0,,GeoData Consultants Ltd,WUG,,False,0,india mark ii,india mark ii,handpump,wug,user-group,unknown,unknown,salty abandoned,salty,unknown,unknown,shallow well,shallow well,groundwater,hand pump,hand pump
62947,250.0,2013-02-16,Kadp,1613,KADP,30.03010929,-4.43014197,Namba 11,0,Lake Tanganyika,Kabuye,Kigoma,16,2,Kasulu,Muhunga,740,True,GeoData Consultants Ltd,Water authority,,True,1999,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
35993,0.0,2011-04-08,Danida,0,DANIDA,33.21920426,-8.95591629,Ajusu,0,Lake Rukwa,Mlangali,Mbeya,12,6,Mbozi,Ruanda,0,True,GeoData Consultants Ltd,Water Board,,True,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe
10037,0.0,2012-10-22,Government Of Tanzania,0,DWE,33.53717495,-4.33265903,Bombani,0,Internal,Sheluyi,Tabora,14,2,Igunga,Ndembezi,0,True,GeoData Consultants Ltd,Water authority,,False,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
55810,0.0,2012-10-19,Dwssp,0,DWE,33.55880839,-3.54376508,Issa Mohamedi,0,Internal,Majimaji,Shinyanga,17,8,Kishapu,Songwa,0,True,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other
