id,status_group
22524,non functional
17638,non functional
71647,non functional
5100,functional
25925,non functional
22516,functional
63892,functional
15353,functional
43969,functional
67579,non functional
57941,functional
52045,functional
7820,functional
58657,non functional
22383,non functional
51647,functional
71618,functional
47706,functional
49337,non functional
48906,non functional
11586,functional
3685,functional
23176,functional
24902,functional
34676,non functional
61564,functional needs repair
35209,non functional
23545,functional needs repair
7355,non functional
66639,non functional
46599,functional
56358,non functional
19212,functional
3841,functional
32434,functional
10751,functional needs repair
42677,non functional
12280,functional
47658,functional
32183,functional
36358,functional
27792,non functional
6923,functional
46119,non functional
37157,non functional
55284,functional
27043,functional
43295,functional needs repair
11693,functional needs repair
1302,functional
55203,non functional
36096,non functional
73133,functional
56824,functional
18970,non functional
38596,functional
44497,functional
46218,non functional
40277,non functional
5541,functional
61335,functional
16748,non functional
4710,functional
10160,functional
71573,functional
334,non functional
47945,functional
34118,non functional
6605,non functional
64398,functional
48457,functional
24442,functional
52622,functional
60924,functional
13735,non functional
30305,functional
56705,functional
24847,functional needs repair
64110,functional
27945,functional
58198,non functional
64718,functional
33825,functional
16553,functional
26072,non functional
66658,functional
8994,functional needs repair
41431,non functional
54154,functional
53783,functional needs repair
8984,non functional
49114,functional
51631,functional
34377,non functional
12275,non functional
31518,non functional
37426,non functional
23411,non functional
41105,functional
28938,functional needs repair
72194,functional
35638,non functional
41846,functional
6378,functional
24522,functional
17737,functional
59628,non functional
68461,functional
3678,non functional
35571,non functional
49911,non functional
68544,functional
3201,functional
22200,functional
16529,non functional
65098,non functional
61971,non functional
168,functional
69595,functional
13445,functional
39822,functional needs repair
21292,functional
2682,functional needs repair
34852,non functional
18321,non functional
54422,functional
28260,functional
57449,functional needs repair
70825,functional
73561,non functional
72096,non functional
71625,functional
23783,non functional
52708,functional
70941,non functional
63716,non functional
59059,non functional
44936,functional
8025,functional
70497,non functional
60294,non functional
24663,functional
22415,functional
55820,functional
23056,non functional
51433,functional
13553,functional needs repair
60383,functional
43142,functional
32603,functional
21945,functional
46088,functional
71185,functional
31561,functional
15192,functional
42354,functional
52670,functional
9697,functional
36006,non functional
45444,functional
18920,functional
68231,non functional
50761,functional
31599,non functional
54677,functional
18232,functional needs repair
44007,non functional
66514,non functional
3098,functional
26959,non functional
71911,functional
69456,functional
9204,non functional
65264,functional
57219,functional
30350,functional
1433,functional
14572,functional
28627,functional
38622,functional
49260,functional
15265,functional
12489,functional
35349,functional
4723,non functional
26612,functional
51375,functional
20672,non functional
11860,non functional
55543,functional
27765,non functional
37110,functional
68868,functional
16518,non functional
34649,functional
47287,non functional
9244,non functional
47077,non functional
52547,non functional
9,non functional
12326,functional
70397,functional
54353,functional
44699,non functional
52934,non functional
27620,functional
48858,functional
68586,non functional
63569,functional
29384,non functional
63756,functional
15773,non functional
53796,non functional
31743,functional
69822,non functional
64424,non functional
34703,functional
40006,functional
33255,non functional
13183,non functional
50151,functional
17489,functional
32495,functional
64910,functional
48542,non functional
55736,non functional
53399,non functional
47190,functional
32582,functional
51748,non functional
25640,non functional
2550,functional
16621,non functional
7123,functional
57848,functional needs repair
4615,functional
4775,non functional
34278,functional
15814,non functional
41866,functional
39444,non functional
42762,functional
62252,functional
60292,functional
14656,non functional
28312,functional needs repair
15610,functional
19230,non functional
60437,functional
11460,non functional
53910,functional
32714,functional
3153,functional
37392,non functional
61922,non functional
72729,functional
29665,non functional
49215,non functional
9474,functional
2820,functional
58925,non functional
1071,non functional
4621,functional
38598,non functional
18546,functional
64459,functional
66568,non functional
14559,non functional
73784,non functional
30484,functional
28943,non functional
27809,functional
2953,non functional
65040,non functional
34163,non functional
68347,non functional
68291,functional
48442,functional
66832,non functional
6595,non functional
12085,functional
19130,non functional
63760,functional needs repair
66823,functional
45940,non functional
34370,functional
25715,functional
59064,functional
1382,functional needs repair
73689,functional
23886,non functional
64317,non functional
14748,functional
23283,functional needs repair
29765,non functional
48945,functional
73752,functional
35172,non functional
23276,functional needs repair
32931,non functional
10853,functional
23960,functional
31221,functional needs repair
11401,functional
73639,functional
12639,functional
18007,functional
53330,functional
1461,functional
12776,functional needs repair
15966,functional
70014,non functional
5515,non functional
26555,functional
43016,non functional
68376,functional
44251,functional
19725,functional needs repair
14033,non functional
62464,functional
16307,functional
53087,non functional
68568,functional
25857,functional
49498,non functional
16243,functional
37611,functional
66754,functional
8899,non functional
55453,functional
39723,functional
21688,non functional
3256,functional needs repair
48429,non functional
38289,functional
64068,functional
23084,non functional
10995,functional
13788,functional
48048,non functional
18279,functional
20305,functional
42538,functional
30110,functional needs repair
39888,functional needs repair
28792,functional
38270,functional needs repair
24870,functional
51674,functional
40307,functional
45810,non functional
21941,functional
27957,non functional
26744,non functional
455,non functional
17684,functional
59416,functional
57291,functional
72317,non functional
34533,non functional
32782,functional
34835,non functional
56075,non functional
44262,non functional
23533,non functional
17536,functional
56450,functional
42409,non functional
46625,functional
66373,functional
22053,non functional
24831,functional
60552,functional
60412,non functional
51723,functional
12251,non functional
73804,functional
32900,functional
30052,functional
26525,functional
20035,functional
9347,functional needs repair
57317,non functional
15590,functional
72534,functional
10904,non functional
20008,functional
28293,non functional
17186,functional
19926,non functional
13662,non functional
35775,functional
64994,functional
69765,non functional
18068,functional
15193,functional
37360,non functional
41973,non functional
18084,functional
38531,functional
398,functional
62999,functional
23832,functional
2029,non functional
45769,non functional
54035,non functional
1325,functional
29097,functional
42017,non functional
57701,non functional
16731,functional
57355,non functional
69733,non functional
23460,functional needs repair
70239,functional
30111,functional
27448,functional
9409,non functional
64715,functional
14732,functional
49504,functional
25589,functional
19010,non functional
7832,functional
16093,functional
11815,functional
46645,functional
38449,non functional
41266,non functional
72220,functional
32668,functional
67451,functional
14378,functional
54700,non functional
50092,functional
34302,functional
42309,non functional
73150,functional
70830,functional
24454,functional
54678,functional
44338,functional
25743,functional
59596,functional
34909,functional
11536,non functional
3159,functional
26074,functional
2965,non functional
49320,functional
56899,non functional
53265,functional
37374,functional
70748,functional
69056,functional
19933,functional
13408,non functional
18397,non functional
63650,non functional
27293,functional
47951,functional
21406,non functional
6076,functional
5047,functional
55199,non functional
40048,functional
48076,functional
36919,functional
54613,non functional
67155,functional
27518,functional
62694,functional needs repair
29607,non functional
71390,functional needs repair
58345,functional
63729,functional
7610,non functional
24029,functional
22513,functional
30185,non functional
20521,functional
30901,functional
8714,non functional
9139,non functional
69374,functional
13125,non functional
63670,non functional
72567,functional
36272,functional
4501,functional
54345,functional
20391,functional
26121,functional
34873,non functional
11489,functional
12188,non functional
74115,non functional
71852,functional
70023,functional
48432,non functional
20727,functional
26590,functional
61695,functional
41643,functional needs repair
60916,functional
49408,functional
52238,functional
40800,functional
23179,functional
55196,functional
36780,non functional
16855,functional
41209,functional
8725,functional
64128,functional
51126,functional
52747,non functional
38609,functional
54819,functional
56268,functional
6575,functional
56050,functional
31309,functional
24238,functional
70129,functional
1314,non functional
64019,functional
3795,non functional
66077,functional
6993,non functional
31054,non functional
12173,functional needs repair
53493,functional
73674,functional
71127,functional
12870,functional
53380,functional
31650,functional
10266,non functional
859,non functional
59403,functional
59782,functional
67571,functional
67479,functional
64700,functional
26282,functional
43426,functional
8428,non functional
62377,non functional
30986,functional
66175,non functional
3833,functional
40901,non functional
54017,functional
33624,non functional
14124,non functional
32786,functional
21990,non functional
1138,non functional
69957,non functional
26145,non functional
41121,functional
15431,functional
16108,functional
15974,non functional
71683,functional
39119,functional
64865,functional
221,functional
7437,functional
18664,non functional
30609,functional
27094,functional
15968,non functional
70726,functional
25577,non functional
54079,functional
69333,functional needs repair
46099,non functional
57869,non functional
47449,non functional
21220,non functional
7969,non functional
4526,non functional
28168,functional
9786,non functional
39698,non functional
11706,functional
15992,functional
55414,functional
44453,non functional
67235,non functional
9238,functional
44166,non functional
20070,non functional
48586,functional
26473,functional
23282,functional
68148,functional
14531,non functional
30844,functional
1348,functional
32382,non functional
49753,functional
44483,non functional
64441,functional
46341,non functional
49773,functional
50677,non functional
35226,functional
68475,non functional
23303,functional
19267,non functional
7879,functional
70971,functional
35507,functional
27033,functional
63963,functional
12910,non functional
20786,non functional
2327,non functional
45008,functional needs repair
33059,non functional
27770,functional
5989,functional
65626,non functional
25217,functional
52884,functional
21888,non functional
2113,functional needs repair
9929,non functional
47167,functional
29702,functional
59183,functional
28623,functional
43147,functional
49285,non functional
23172,non functional
51873,functional
23188,non functional
59146,functional
5262,functional
70138,functional
26787,functional
34626,non functional
19014,non functional
22326,functional
42566,functional
5994,non functional
31970,non functional
65499,non functional
52966,functional
44905,functional
28949,functional
3647,non functional
66061,non functional
63625,non functional
37907,non functional
64486,functional
67626,functional
33342,non functional
41703,non functional
31872,functional
62772,non functional
40427,non functional
63228,functional
34019,non functional
5234,non functional
29501,functional
32609,non functional
52476,functional
23786,functional
13291,functional
19053,non functional
27813,functional
55365,non functional
7391,non functional
24021,functional needs repair
25141,functional
33886,non functional
66722,functional
18086,functional needs repair
53105,functional
54100,functional
13799,non functional
73023,functional
49519,non functional
17216,non functional
32503,functional
29898,functional
22855,functional
12333,functional needs repair
26294,functional
67616,non functional
13524,non functional
60126,non functional
12386,non functional
63805,functional
36473,functional
12755,functional needs repair
73277,functional needs repair
60794,functional
4764,functional
3600,non functional
16261,functional
38286,non functional
64102,functional
9605,functional
64250,functional
71767,functional
70463,functional
47998,non functional
49424,non functional
47356,functional
46484,non functional
55069,non functional
1203,functional
37736,functional
4776,functional needs repair
37569,functional
59913,non functional
1303,functional
59675,functional
49193,functional
369,functional
15486,non functional
17005,functional
31305,non functional
4246,functional
275,non functional
20624,functional
31867,functional needs repair
2443,functional
62686,functional needs repair
15770,non functional
59234,non functional
57677,functional
20824,functional
7469,functional
68431,non functional
43691,functional
68224,non functional
64957,functional
39776,non functional
12688,functional
36906,functional
33527,functional
18848,non functional
62525,functional
13430,non functional
39737,non functional
31076,functional needs repair
46657,non functional
38911,functional needs repair
55541,non functional
66800,functional
38925,functional needs repair
34659,non functional
13649,non functional
28341,functional
70285,non functional
61599,functional
24008,non functional
41593,non functional
32987,functional
15389,non functional
63097,non functional
49384,non functional
20932,non functional
26134,functional
45098,functional
20649,functional
59309,functional
16914,functional
23527,non functional
8217,non functional
32039,non functional
23003,functional
56295,functional
28621,functional
51935,functional
38939,non functional
2149,non functional
13285,functional
50186,functional
43241,functional
11041,functional
70703,non functional
26171,functional
20666,functional
15852,non functional
26971,non functional
41200,functional
60439,non functional
26601,functional
66647,functional
34275,functional
48853,non functional
66348,non functional
46581,functional
34394,functional
12874,functional
64402,non functional
30229,functional
57087,functional
45593,non functional
3120,non functional
41930,functional
7620,functional
18138,non functional
6963,functional
1920,non functional
68754,non functional
42798,functional needs repair
69102,non functional
17900,non functional
60957,non functional
48088,non functional
20906,functional
29983,non functional
5897,functional
71755,functional
48710,functional needs repair
7557,functional
18728,functional
3259,functional
68761,functional
46168,functional
3710,non functional
57738,functional needs repair
61670,functional needs repair
69281,functional
28383,functional
25616,functional
62332,functional
42276,functional
51321,functional
59522,non functional
73509,functional
64063,non functional
52968,functional
35551,non functional
67425,functional
46497,non functional
53412,functional
38989,non functional
45119,functional
27122,non functional
32053,non functional
33545,functional
49164,non functional
24260,functional
12291,functional
26634,non functional
63041,functional
20268,non functional
63945,functional
18599,functional
7944,functional
33585,functional
1443,functional
53939,functional
58154,non functional
43598,functional needs repair
33100,functional needs repair
42597,non functional
67040,functional
58526,functional
47741,non functional
22684,non functional
55920,functional
62244,non functional
65240,functional
38109,non functional
33115,functional
15523,functional
62397,functional
31168,functional needs repair
20321,functional
56566,non functional
17625,functional
70,non functional
1696,functional
28453,functional
32957,non functional
8118,functional
20378,non functional
5920,functional
15963,non functional
29186,functional
14216,functional
22688,functional
42504,functional
66469,non functional
42796,non functional
8334,non functional
40756,non functional
21776,functional needs repair
47228,functional
7146,functional
62347,functional
37038,functional
5207,functional
6129,non functional
916,non functional
63284,non functional
58708,functional
65794,functional
59237,non functional
9744,non functional
58027,functional
68505,functional
63052,functional
54179,non functional
71150,non functional
17356,non functional
52553,non functional
10491,non functional
18177,functional
48675,functional
22204,functional
69048,functional
63364,functional
15788,non functional
30679,functional
23754,non functional
71587,non functional
28156,non functional
57863,functional
17738,non functional
50844,functional
35927,functional
16084,functional
65317,non functional
12975,non functional
58093,functional
42543,non functional
33301,non functional
65896,functional
12939,non functional
9357,non functional
23386,functional
35903,non functional
9708,functional
39766,non functional
57010,functional
71191,functional
55017,functional needs repair
54158,functional
52918,non functional
58282,functional
20810,non functional
8584,functional
13803,functional
2819,functional needs repair
26644,functional
55339,functional
51031,functional
72184,functional
54629,non functional
47354,functional
19734,functional
31777,non functional
50829,functional
54977,functional
16232,non functional
33524,functional
72277,functional
63278,non functional
48282,non functional
28836,functional needs repair
48066,non functional
68001,non functional
26001,functional
36763,functional
57294,functional
57702,functional
7395,functional
65586,non functional
49991,non functional
61203,non functional
59469,functional
26068,non functional
65584,functional
41672,non functional
5393,functional
70106,functional
57185,non functional
13252,functional
28542,non functional
22241,functional
24566,functional
5038,non functional
64472,functional
29449,functional needs repair
62631,functional
53291,functional
36275,non functional
47015,functional
42642,functional
4322,non functional
20809,functional
24389,non functional
19595,functional
20135,functional
2538,non functional
55690,functional
25413,functional
10100,functional
21872,functional
40300,non functional
55573,functional
25139,non functional
49489,functional
65914,non functional
17104,non functional
29951,non functional
70963,functional
70055,non functional
18008,non functional
53740,functional needs repair
16216,functional needs repair
63502,non functional
13924,functional
30066,functional
2364,functional
21944,functional
45786,functional needs repair
65923,functional
57958,functional
20921,non functional
6179,non functional
39863,functional
67124,non functional
30254,functional needs repair
70357,functional
70366,functional
9973,non functional
23874,functional
47753,non functional
6539,non functional
4992,non functional
52103,non functional
41638,non functional
69816,non functional
57256,functional
65300,functional
10707,functional
50233,non functional
64194,non functional
22184,non functional
10038,non functional
1353,functional
64611,functional
52067,non functional
14171,functional
4562,functional
1305,functional
49569,non functional
51994,non functional
50601,non functional
19686,functional
24876,functional
45369,non functional
22254,non functional
35902,non functional
17263,functional needs repair
48465,non functional
38307,functional
4510,functional needs repair
60522,functional
3323,functional
35213,non functional
17317,non functional
45366,non functional
45895,non functional
5553,functional
31473,non functional
69828,functional
7332,non functional
70452,non functional
32373,non functional
1556,functional
73125,functional
37466,non functional
55985,non functional
16578,functional
31757,non functional
36157,functional
52988,non functional
59620,functional
67088,functional
15949,non functional
40195,non functional
46370,non functional
41302,functional
4151,functional
41362,functional
24049,functional
41634,functional
66461,functional
69566,functional needs repair
60734,non functional
31719,functional
70380,functional
57012,non functional
30985,non functional
21729,functional
17575,functional
19077,non functional
54257,non functional
45875,functional
23360,functional
41085,functional
9868,non functional
32847,functional
43709,non functional
46909,functional
71296,functional needs repair
19415,functional
31858,functional
45751,non functional
14016,functional
27651,non functional
52046,non functional
66931,non functional
23214,functional
43431,functional
49010,non functional
63257,functional
64783,functional
64241,functional
14728,functional needs repair
49276,functional
69340,non functional
25599,functional
48257,functional
70789,functional
57815,functional
70952,non functional
28568,functional needs repair
23878,non functional
51992,non functional
40864,non functional
63928,non functional
23546,functional
5288,functional
2645,functional
57919,non functional
32372,functional
70428,functional
11904,functional
57450,functional
69827,non functional
13761,non functional
20004,functional
21015,non functional
15016,non functional
39241,functional
19543,non functional
25756,functional
35342,non functional
55107,non functional
63951,functional
51821,functional
5339,functional
56406,functional
47056,functional
64397,functional
28006,non functional
57550,non functional
8292,functional
1912,non functional
30671,non functional
73838,non functional
16573,non functional
35444,non functional
24028,functional
43733,functional
27506,functional
26754,non functional
33422,functional
69394,non functional
26813,functional
52077,non functional
66682,non functional
30552,non functional
47915,non functional
65962,functional
3704,functional
22,functional
5914,functional
71446,functional
8766,functional needs repair
42385,non functional
50383,functional
37101,functional
33734,functional needs repair
4380,functional
35007,non functional
30578,functional
65712,functional
36178,functional
23867,non functional
22886,functional
6319,non functional
41170,non functional
34290,non functional
66508,non functional
38774,functional
6362,functional
38936,functional
12824,non functional
7207,functional
19041,functional
56652,functional needs repair
19959,functional needs repair
51549,functional
67511,non functional
3559,non functional
45166,non functional
4030,functional
45829,non functional
24807,non functional
39555,functional
54077,non functional
69220,non functional
52590,non functional
27408,functional
1638,non functional
55217,functional
60632,non functional
46565,non functional
47463,non functional
2766,non functional
66779,non functional
22378,functional
72268,non functional
45824,functional
66234,functional
56589,non functional
30223,functional
39107,functional
54795,functional
66565,functional
14389,functional
4008,non functional
19661,non functional
30241,functional
26229,functional
39414,functional needs repair
9698,functional
31834,non functional
65583,functional
38614,functional needs repair
17541,functional needs repair
42805,non functional
48953,functional
32046,non functional
22962,functional
39568,functional
69748,non functional
2425,functional
51118,functional
31367,functional
20412,functional
258,functional needs repair
46150,functional
66912,non functional
19336,non functional
68369,non functional
43802,non functional
41911,non functional
1823,functional
13832,functional
65424,non functional
7183,non functional
73184,non functional
20505,non functional
32550,non functional
28362,functional
47042,functional
60324,functional
69071,non functional
69987,functional needs repair
10146,non functional
31479,functional
52954,functional
67272,functional
31254,functional
25869,non functional
34712,non functional
18181,non functional
62326,non functional
68721,functional
6289,non functional
9500,non functional
57647,non functional
6974,non functional
49639,functional
62675,non functional
5161,non functional
30556,non functional
7767,non functional
61796,non functional
22600,non functional
69263,functional
46511,functional
10339,functional
15473,functional
52772,functional
64007,non functional
42858,non functional
35001,functional
62156,functional
10965,functional
58814,non functional
25355,non functional
11409,functional
48236,functional
66702,functional
20419,functional
69814,non functional
11471,non functional
9378,functional
21811,functional
12319,non functional
16176,functional
19392,functional
19996,functional needs repair
18241,functional
863,functional
54887,functional
4473,functional
43484,non functional
49154,functional needs repair
60868,non functional
11548,functional
43336,non functional
70248,non functional
57045,non functional
38225,functional
38600,non functional
11814,non functional
37235,non functional
29413,non functional
16967,functional
5964,functional
6004,functional
61004,non functional
54248,non functional
68037,functional
71619,functional
69799,functional
8579,functional
51327,functional
64308,functional
48222,functional
28053,non functional
34541,functional
9397,functional
49152,functional
189,functional
41622,functional
58352,functional
69934,functional
61238,non functional
20037,functional
73282,functional
58362,functional needs repair
49670,functional
16836,functional
69011,functional
27035,functional
54515,functional
31664,non functional
26322,functional
7337,functional
52237,non functional
41967,functional
17227,non functional
45258,functional
30812,non functional
34682,non functional
63846,non functional
43961,functional
47740,functional
30547,functional
68920,functional
53268,non functional
50182,functional
69779,non functional
38792,functional
68718,non functional
43845,functional
60090,non functional
6495,functional
62261,functional
45421,functional
36959,non functional
52990,functional
67834,non functional
73690,functional
43347,functional needs repair
1916,non functional
8893,functional
17672,functional
60007,non functional
53987,functional needs repair
7889,functional
31772,non functional
5692,non functional
23685,functional
50671,functional
36568,functional
25974,functional
44284,functional
67373,functional
49629,functional
23680,non functional
4890,functional needs repair
39058,functional
41642,non functional
23014,non functional
48114,functional
20973,non functional
50994,functional
53616,non functional
66927,non functional
4661,functional
29331,non functional
22766,non functional
57684,functional needs repair
71076,functional
67609,functional needs repair
53948,non functional
64735,non functional
19768,functional
6322,non functional
7182,functional
64301,non functional
29999,non functional
63186,non functional
21736,functional
51018,functional
28077,non functional
52168,functional
5870,non functional
21314,functional
27533,functional
70423,functional
49724,non functional
60633,functional
56696,non functional
64325,functional
49344,non functional
14616,non functional
45152,non functional
40332,non functional
45371,non functional
22754,non functional
56072,non functional
26947,non functional
57358,functional
64756,non functional
47483,non functional
468,non functional
40450,non functional
20176,functional
12637,functional
13129,functional
16297,functional
41039,non functional
3869,functional
909,functional
2097,functional
55604,functional needs repair
42139,non functional
6147,non functional
10549,non functional
12852,non functional
23915,functional
66536,functional
5314,non functional
19311,functional
32075,non functional
70699,functional
33386,functional
42901,non functional
44242,functional
57287,non functional
63079,non functional
53457,functional
49810,functional needs repair
12141,functional
5279,functional
56901,functional
35587,functional
74112,non functional
2168,non functional
28819,functional
10396,non functional
6426,functional
72759,functional
5292,functional
17092,functional
58204,non functional
63827,non functional
21836,functional
41536,functional needs repair
6924,functional
2182,functional needs repair
29387,non functional
64565,functional needs repair
28587,functional
58856,functional
69666,functional
52166,non functional
62175,functional needs repair
61141,non functional
66570,non functional
7506,functional
27768,non functional
51918,functional
50086,functional
22989,non functional
17974,non functional
18598,functional
49913,functional
56487,functional
66430,non functional
38263,non functional
60599,non functional
7384,functional
21390,functional
4780,functional
50325,non functional
42245,non functional
61611,functional
68536,functional needs repair
3146,functional
36981,functional
40205,non functional
56213,non functional
50242,functional
43610,functional
9020,functional
26599,functional
57814,functional
48223,functional
34298,functional
7567,non functional
37184,functional
55867,functional
69522,non functional
19363,functional needs repair
65111,non functional
22869,non functional
66116,functional needs repair
678,functional
44026,functional
73444,non functional
57101,functional
39373,functional
54810,non functional
9978,non functional
63069,non functional
13198,non functional
35718,non functional
10870,non functional
19084,non functional
834,functional
69890,functional
43130,non functional
39115,non functional
53904,non functional
4395,functional needs repair
31623,functional
73741,functional
24439,functional
37677,functional
40443,functional
13166,non functional
72941,non functional
63058,functional
65978,functional
66619,non functional
22316,functional
67372,functional
50295,non functional
13167,functional
72741,non functional
49795,non functional
17909,functional
56477,non functional
24341,non functional
31717,non functional
7876,functional
22563,non functional
50687,functional
11470,functional
45938,functional
50059,functional needs repair
53748,non functional
4255,functional
38738,non functional
22709,non functional
64955,functional
888,functional
43180,non functional
19835,functional
45687,non functional
30466,functional needs repair
73464,non functional
67469,non functional
12422,non functional
26027,functional
59925,functional
64593,functional
51195,non functional
71020,functional
53463,functional needs repair
9342,functional
13718,functional needs repair
13666,non functional
28432,non functional
39488,functional
12394,non functional
67232,functional
3086,functional
49743,functional
30931,functional
13827,functional
60316,non functional
34219,functional
61079,functional
59961,non functional
46207,non functional
5638,functional
35198,functional
48413,functional
11118,functional
18619,functional
12308,non functional
73624,functional
8339,functional
67592,functional
72839,functional needs repair
59710,functional
40284,non functional
68611,non functional
4527,non functional
27355,non functional
33994,functional
63489,non functional
65381,non functional
6005,functional needs repair
15340,functional
15716,non functional
72434,functional
20074,non functional
33260,functional
5967,functional
73631,functional
2462,non functional
19156,functional
33910,non functional
25473,functional
37396,functional
10204,non functional
16970,non functional
6590,functional
20543,non functional
16158,functional
69132,functional
31762,functional
62883,functional
39446,non functional
35965,functional
51476,functional
29841,functional
59929,non functional
65271,functional
56085,non functional
16465,functional
15548,non functional
53674,functional
36348,non functional
27019,functional
17050,non functional
67121,functional
66681,functional
56944,non functional
1732,functional
14873,non functional
4029,non functional
39576,non functional
1683,functional
27058,non functional
43125,functional
67242,non functional
66037,non functional
2269,non functional
39071,non functional
13394,functional
22890,functional
11683,functional
62359,functional
70479,functional
43716,functional
58538,functional
21023,functional
28688,functional
5482,functional
33246,non functional
52420,functional needs repair
19078,non functional
54441,functional
3264,functional
18856,functional
26799,non functional
22570,non functional
72188,functional
13314,functional needs repair
26275,functional needs repair
56190,functional
24217,non functional
3907,non functional
21353,non functional
47338,non functional
30514,functional
40484,non functional
42442,non functional
22611,functional
34784,non functional
35651,functional
17242,functional
28275,non functional
27665,functional
9752,non functional
32918,non functional
881,non functional
20487,functional
43518,functional
41454,functional
47193,non functional
34706,non functional
39515,functional
52741,non functional
67979,functional
53664,non functional
64165,functional
36106,functional
4766,non functional
74020,non functional
16720,functional
6730,functional
58233,non functional
27512,non functional
49554,functional
14974,functional needs repair
3174,non functional
37270,functional
60372,non functional
11958,non functional
60092,non functional
39368,functional
15647,functional
18003,functional
63283,functional
53187,non functional
47331,functional needs repair
29213,functional needs repair
62650,non functional
8943,non functional
43329,non functional
53736,non functional
37183,non functional
5651,non functional
18815,functional
55696,non functional
51988,functional
68828,non functional
30447,functional
17673,functional needs repair
5819,functional
44949,non functional
31257,functional
30460,functional
64658,non functional
44727,functional
72090,functional needs repair
19285,non functional
62764,non functional
26419,functional
51572,functional needs repair
632,functional
42270,non functional
11827,functional
38354,functional needs repair
37977,non functional
34862,non functional
31875,non functional
5359,functional
33124,functional
53204,functional needs repair
13078,non functional
35669,non functional
1465,functional
3586,functional
73385,non functional
24386,functional
11219,functional
69183,non functional
64286,functional needs repair
15815,non functional
15597,non functional
71542,functional
27173,functional
68158,functional
48225,functional needs repair
51938,non functional
39093,functional
12105,functional needs repair
33904,non functional
42876,non functional
27557,non functional
9445,non functional
61340,non functional
4755,non functional
34556,functional
35472,functional
25094,functional
38641,non functional
44741,functional
33456,functional
25291,functional
35359,functional needs repair
50516,functional
40409,non functional
17613,functional
29156,functional needs repair
35265,functional
32696,non functional
40914,functional
35890,functional needs repair
18093,non functional
57672,functional
42776,functional
17464,functional
21965,functional
48535,functional
32780,non functional
13669,functional
11010,functional
32581,functional
2397,functional
28028,functional
20248,non functional
42544,functional
17274,functional
37579,non functional
22933,functional
52141,non functional
46323,functional
8430,functional
18414,functional
14166,non functional
18062,non functional
26184,functional
9407,functional
9233,functional
7681,non functional
18327,non functional
64534,functional
41693,functional
42266,non functional
1366,functional needs repair
46541,functional
47903,functional
73450,non functional
59616,functional
66521,functional
3250,non functional
29038,functional
1730,functional
35187,functional
21744,functional
9912,non functional
62783,functional
9921,non functional
18363,functional
52202,non functional
63412,non functional
67856,functional
40058,functional
15165,non functional
51467,functional needs repair
70483,non functional
31954,non functional
34655,functional
73136,non functional
69044,functional
65675,non functional
49766,functional
51064,non functional
40774,non functional
12976,functional
56588,functional needs repair
69197,functional
52357,non functional
64940,non functional
55730,non functional
30485,functional
24374,non functional
69489,functional needs repair
40804,functional
30399,non functional
73870,functional
42147,non functional
6662,functional
6017,non functional
7692,non functional
24047,functional
62837,non functional
41060,functional
53196,functional
28523,functional
32329,functional
46635,functional
57451,functional needs repair
73488,non functional
39313,non functional
64690,non functional
36387,functional
73249,functional
13330,functional
9116,non functional
68226,functional
55603,functional
65587,non functional
9482,functional
15530,non functional
31873,functional needs repair
16881,functional needs repair
394,functional
10559,functional
58261,functional needs repair
148,non functional
13941,non functional
2350,functional
59714,functional needs repair
39570,functional
40320,functional
63360,functional needs repair
4754,non functional
54645,non functional
56855,non functional
38908,non functional
45030,functional needs repair
60991,non functional
26970,non functional
20785,non functional
34270,non functional
58431,functional
70996,functional
34700,functional
32804,functional needs repair
64702,functional
28850,non functional
71670,functional
65827,functional
6793,non functional
3738,non functional
68393,functional
20003,non functional
7386,functional
17551,non functional
61504,non functional
27076,non functional
66072,functional
67688,functional
70698,functional
50520,functional
57007,functional
14692,non functional
24212,non functional
24765,functional
6975,functional
49382,functional
18529,non functional
14620,non functional
62855,functional
37582,functional needs repair
39228,functional
8805,functional
22834,functional
53916,non functional
56807,functional
64303,non functional
68368,functional
54925,functional needs repair
46386,functional
28547,non functional
11798,functional
34435,non functional
9955,non functional
44690,non functional
10980,non functional
54307,functional
61602,non functional
6658,functional
2905,functional
44666,non functional
63532,functional
22159,non functional
38520,functional
10360,functional
69818,non functional
19816,non functional
7285,functional needs repair
1032,functional
57829,non functional
28246,functional needs repair
26360,non functional
37341,functional
64669,non functional
15911,functional needs repair
24691,functional
48818,non functional
63794,functional
42005,functional
49013,non functional
30170,non functional
9540,functional
68757,functional
5418,non functional
63837,functional
61585,functional
13210,functional
214,non functional
60971,functional needs repair
57292,functional
41489,non functional
35365,functional
20625,functional needs repair
34614,functional
45887,functional
52124,functional
23149,non functional
73890,functional
20575,functional
6461,functional
2904,functional
69698,functional needs repair
14543,functional
71302,non functional
59589,functional
28392,functional
19673,functional
40207,functional
32848,functional
54946,functional
62854,non functional
5738,non functional
12937,functional
47142,non functional
38980,functional
51855,non functional
73868,non functional
60023,non functional
2954,non functional
19980,functional
39055,functional needs repair
42076,non functional
46947,non functional
21580,functional needs repair
56137,functional needs repair
1806,functional
43642,functional
19174,functional
3970,functional
3295,functional needs repair
34973,functional
13515,functional
6010,functional
68139,non functional
33848,functional needs repair
17881,functional
69207,functional
16527,non functional
3699,functional needs repair
50037,non functional
28005,non functional
8019,non functional
17048,non functional
44632,non functional
3924,functional
